# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
34 1.675 0.583197 16.4465
35 1.725 0.596338 17.5055
36 1.775 0.744574 18.9055
37 1.825 1.03261 20.958
38 1.875 1.37721 23.8475
39 1.925 1.58922 27.362
40 1.975 1.56712 31.01
41 2.025 1.42449 34.496
42 2.075 1.28409 37.7955
43 2.125 1.22252 41.09
44 2.175 1.19264 44.457
45 2.225 1.05841 47.584
46 2.275 0.934861 50.4715
47 2.325 0.79775 53.045
48 2.375 0.7204 55.47
49 2.425 0.701116 57.9305
50 2.475 0.754593 60.689
292600 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00293702 0.0015
20 0.975 0.26612 0.1525
21 1.025 1.98935 1.4
22 1.075 3.75645 3.991
23 1.125 3.59946 6.71
24 1.175 2.48235 8.7555
25 1.225 1.48164 10.0825
26 1.275 0.913709 10.969
27 1.325 0.579309 11.576
28 1.375 0.390389 12.0165
29 1.425 0.377917 12.4745
30 1.475 0.407028 13.003
31 1.525 0.467596 13.652
32 1.575 0.55051 14.467
33 1.625 0.588226 15.394
34 1.675 0.596635 16.393
35 1.725 0.619426 17.493
36 1.775 0.748828 18.901
37 1.825 1.03387 20.956
38 1.875 1.35624 23.8015
39 1.925 1.57723 27.2895
40 1.975 1.58087 30.9695
41 2.025 1.43961 34.4925
42 2.075 1.29538 37.821
43 2.125 1.22568 41.124
44 2.175 1.19778 44.5055
45 2.225 1.07297 47.6755
46 2.275 0.939231 50.5765
47 2.325 0.777601 53.085
48 2.375 0.708963 55.4715
49 2.425 0.698694 57.9235
50 2.475 0.729153 60.589
292700 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00489504 0.0025
20 0.975 0.283744 0.1635
21 1.025 1.91121 1.362
22 1.075 3.81951 3.9965
23 1.125 3.61535 6.7275
24 1.175 2.46961 8.7625
25 1.225 1.55254 10.153
26 1.275 0.858567 10.986
27 1.325 0.541611 11.5535
28 1.375 0.395707 12
29 1.425 0.360176 12.4365
30 1.475 0.416655 12.9775
31 1.525 0.489932 13.6575
32 1.575 0.566721 14.4965
33 1.625 0.581563 15.413
34 1.675 0.608878 16.4325
35 1.725 0.607037 17.5105
36 1.775 0.724896 18.8735
37 1.825 1.00217 20.8655
38 1.875 1.36768 23.735
39 1.925 1.6073 27.2895
40 1.975 1.58237 30.973
41 2.025 1.44268 34.5035
42 2.075 1.30861 37.866
43 2.125 1.22623 41.1705
44 2.175 1.1574 44.438
45 2.225 1.07466 47.613
46 2.275 0.933242 50.4955
47 2.325 0.806739 53.098
48 2.375 0.718914 55.518
49 2.425 0.697269 57.965
50 2.475 0.738043 60.663
292800 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.000979007 0.0005
20 0.975 0.304893 0.1735
21 1.025 1.94709 1.3945
22 1.075 3.74122 3.975
23 1.125 3.58755 6.685
24 1.175 2.55517 8.7905
25 1.225 1.52184 10.1535
26 1.275 0.846198 10.9745
27 1.325 0.561653 11.563
28 1.375 0.381527 11.9935
29 1.425 0.35275 12.421
30 1.475 0.408183 12.951
31 1.525 0.499658 13.6445
32 1.575 0.560642 14.4745
33 1.625 0.59584 15.4135
34 1.675 0.594843 16.4095
35 1.725 0.598027 17.4715
36 1.775 0.755476 18.892
37 1.825 1.03588 20.951
38 1.875 1.37411 23.834
39 1.925 1.57678 27.321
40 1.975 1.58946 31.021
41 2.025 1.42654 34.512
42 2.075 1.27534 37.789
43 2.125 1.22308 41.085
44 2.175 1.1914 44.4485
45 2.225 1.09226 47.6755
46 2.275 0.926766 50.538
47 2.325 0.79558 53.1045
48 2.375 0.714607 55.51
49 2.425 0.695274 57.95
50 2.475 0.726965 60.6075
292900 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00195801 0.001
20 0.975 0.302249 0.1725
21 1.025 1.95826 1.4005
22 1.075 3.72093 3.967
23 1.125 3.61072 6.6945
24 1.175 2.47871 8.737
25 1.225 1.52575 10.1035
26 1.275 0.911132 10.9875
27 1.325 0.551632 11.5655
28 1.375 0.391275 12.007
29 1.425 0.36719 12.452
30 1.475 0.410109 12.9845
31 1.525 0.474081 13.6425
32 1.575 0.579217 14.5
33 1.625 0.573631 15.404
34 1.675 0.576628 16.3695
35 1.725 0.62196 17.474
36 1.775 0.763454 18.9095
37 1.825 1.06405 21.0245
38 1.875 1.36458 23.8875
39 1.925 1.56299 27.344
40 1.975 1.56046 30.9765
41 2.025 1.42408 34.4615
42 2.075 1.2837 37.76
43 2.125 1.24442 41.1135
44 2.175 1.17954 44.4435
45 2.225 1.08278 47.6425
46 2.275 0.939231 50.5435
47 2.325 0.788605 53.0875
48 2.375 0.716241 55.4985
49 2.425 0.703823 57.9685
50 2.475 0.728879 60.633
293000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.30313 0.175
21 1.025 1.98377 1.419
22 1.075 3.74195 4
23 1.125 3.56372 6.692
24 1.175 2.49327 8.7465
25 1.225 1.49839 10.0885
26 1.275 0.916286 10.9775
27 1.325 0.548769 11.5525
28 1.375 0.409443 12.0145
29 1.425 0.363064 12.4545
30 1.475 0.423587 13.0045
31 1.525 0.479124 13.6695
32 1.575 0.542404 14.4725
33 1.625 0.580611 15.3875
34 1.675 0.596038 16.3855
35 1.725 0.625338 17.496
36 1.775 0.779941 18.9625
37 1.825 1.02229 20.9945
38 1.875 1.36887 23.8665
39 1.925 1.56321 27.3235
40 1.975 1.55724 30.9485
41 2.025 1.41469 34.4105
42 2.075 1.29479 37.7375
43 2.125 1.25239 41.1125
44 2.175 1.1574 44.38
45 2.225 1.10461 47.6435
46 2.275 0.933404 50.5265
47 2.325 0.823169 53.182
48 2.375 0.714607 55.5875
49 2.425 0.700403 58.0455
50 2.475 0.720946 60.681
293100 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00587404 0.003
20 0.975 0.320754 0.185
21 1.025 1.99174 1.434
22 1.075 3.71875 3.999
23 1.125 3.54453 6.6765
24 1.175 2.50298 8.739
25 1.225 1.52854 10.108
26 1.275 0.851352 10.934
27 1.325 0.58599 11.548
28 1.375 0.400581 12
29 1.425 0.377092 12.457
30 1.475 0.41704 12.9985
31 1.525 0.497497 13.689
32 1.575 0.544431 14.495
33 1.625 0.571093 15.395
34 1.675 0.586781 16.3775
35 1.725 0.628717 17.494
36 1.775 0.758136 18.9195
37 1.825 1.02858 20.964
38 1.875 1.36887 23.836
39 1.925 1.57995 27.33
40 1.975 1.55166 30.942
41 2.025 1.43491 34.4535
42 2.075 1.30978 37.819
43 2.125 1.21955 41.1055
44 2.175 1.17352 44.4185
45 2.225 1.07077 47.582
46 2.275 0.951858 50.522
47 2.325 0.806739 53.1245
48 2.375 0.722479 55.5565
49 2.425 0.711944 58.055
50 2.475 0.726554 60.711
293200 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00783206 0.004
20 0.975 0.306655 0.178
21 1.025 1.99573 1.4295
22 1.075 3.67816 3.9665
23 1.125 3.60476 6.6895
24 1.175 2.4684 8.7235
25 1.225 1.54752 10.1095
26 1.275 0.891034 10.974
27 1.325 0.560699 11.5615
28 1.375 0.408557 12.0225
29 1.425 0.368015 12.4685
30 1.475 0.39278 12.9785
31 1.525 0.482727 13.6485
32 1.575 0.544093 14.454
33 1.625 0.597426 15.3955
34 1.675 0.590663 16.3845
35 1.725 0.62027 17.486
36 1.775 0.759997 18.915
37 1.825 1.0472 20.9965
38 1.875 1.37149 23.874
39 1.925 1.56005 27.324
40 1.975 1.55337 30.94
41 2.025 1.44349 34.4725
42 2.075 1.29265 37.794
43 2.125 1.21603 41.071
44 2.175 1.16732 44.3665
45 2.225 1.09531 47.6025
46 2.275 0.932432 50.4825
47 2.325 0.811079 53.099
48 2.375 0.720548 55.5245
49 2.425 0.707384 58.007
50 2.475 0.726828 60.664
293300 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.311942 0.179
21 1.025 2.04198 1.4595
22 1.075 3.67163 3.992
23 1.125 3.55644 6.6785
24 1.175 2.53029 8.7635
25 1.225 1.43754 10.051
26 1.275 0.902371 10.9265
27 1.325 0.579309 11.5335
28 1.375 0.409 11.995
29 1.425 0.387406 12.4645
30 1.475 0.428208 13.0205
31 1.525 0.469758 13.6725
32 1.575 0.544768 14.479
33 1.625 0.592033 15.412
34 1.675 0.588274 16.397
35 1.725 0.627028 17.5105
36 1.775 0.749626 18.92
37 1.825 1.05625 21.0195
38 1.875 1.35147 23.855
39 1.925 1.54648 27.275
40 1.975 1.58345 30.961
41 2.025 1.41509 34.424
42 2.075 1.31172 37.7945
43 2.125 1.22586 41.098
44 2.175 1.1698 44.4005
45 2.225 1.08227 47.598
46 2.275 0.937289 50.493
47 2.325 0.815729 53.1245
48 2.375 0.715498 55.533
49 2.425 0.68929 57.952
50 2.475 0.732983 60.6315
293400 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.278457 0.16
21 1.025 2.02603 1.4305
22 1.075 3.67163 3.963
23 1.125 3.57497 6.6635
24 1.175 2.53757 8.7545
25 1.225 1.52295 10.1185
26 1.275 0.899794 10.9915
27 1.325 0.529204 11.546
28 1.375 0.400581 11.998
29 1.425 0.362652 12.4375
30 1.475 0.419351 12.982
31 1.525 0.486329 13.657
32 1.575 0.559967 14.486
33 1.625 0.59235 15.4195
34 1.675 0.578121 16.3875
35 1.725 0.61661 17.4825
36 1.775 0.746169 18.8855
37 1.825 1.03336 20.9395
38 1.875 1.36005 23.793
39 1.925 1.59871 27.3285
40 1.975 1.59161 31.0335
41 2.025 1.42572 34.5225
42 2.075 1.28973 37.8365
43 2.125 1.22994 41.151
44 2.175 1.16927 44.452
45 2.225 1.05553 47.5705
46 2.275 0.936965 50.4645
47 2.325 0.79992 53.045
48 2.375 0.738521 55.531
49 2.425 0.70539 58.0065
50 2.475 0.726965 60.664
293500 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.000979007 0.0005
20 0.975 0.30313 0.1725
21 1.025 1.916 1.374
22 1.075 3.76225 3.969
23 1.125 3.61601 6.7005
24 1.175 2.48114 8.745
25 1.225 1.52575 10.1115
26 1.275 0.907009 10.9915
27 1.325 0.539703 11.557
28 1.375 0.408114 12.0175
29 1.425 0.384518 12.4835
30 1.475 0.403948 13.008
31 1.525 0.478044 13.6715
32 1.575 0.5549 14.493
33 1.625 0.564113 15.382
34 1.675 0.570655 16.3375
35 1.725 0.643921 17.481
36 1.775 0.758136 18.9065
37 1.825 1.04921 20.992
38 1.875 1.34551 23.815
39 1.925 1.56774 27.282
40 1.975 1.56175 30.9175
41 2.025 1.46413 34.5005
42 2.075 1.28078 37.7915
43 2.125 1.23885 41.13
44 2.175 1.18202 44.467
45 2.225 1.0618 47.604
46 2.275 0.935832 50.4945
47 2.325 0.810459 53.109
48 2.375 0.720994 55.536
49 2.425 0.715221 58.046
50 2.475 0.719442 60.676
293600 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00489504 0.0025
20 0.975 0.298724 0.172
21 1.025 1.99254 1.4215
22 1.075 3.63829 3.931
23 1.125 3.61072 6.6585
24 1.175 2.53939 8.751
25 1.225 1.52128 10.1135
26 1.275 0.904948 10.9915
27 1.325 0.546383 11.564
28 1.375 0.416533 12.034
29 1.425 0.353988 12.463
30 1.475 0.39278 12.973
31 1.525 0.476603 13.6345
32 1.575 0.546795 14.444
33 1.625 0.594888 15.3815
34 1.675 0.586781 16.364
35 1.725 0.634911 17.4915
36 1.775 0.784462 18.9665
37 1.825 1.01751 20.989
38 1.875 1.32859 23.7765
39 1.925 1.55869 27.2235
40 1.975 1.60385 30.957
41 2.025 1.44206 34.486
42 2.075 1.28623 37.791
43 2.125 1.22438 41.0905
44 2.175 1.18591 44.4385
45 2.225 1.0684 47.595
46 2.275 0.965132 50.576
47 2.325 0.781475 53.097
48 2.375 0.723965 55.534
49 2.425 0.69271 57.965
50 2.475 0.728332 60.6275
293700 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00195801 0.001
20 0.975 0.285506 0.163
21 1.025 1.98297 1.4065
22 1.075 3.73905 3.9855
23 1.125 3.56835 6.681
24 1.175 2.49995 8.741
25 1.225 1.52965 10.111
26 1.275 0.909071 10.993
27 1.325 0.536362 11.555
28 1.375 0.410773 12.0185
29 1.425 0.366777 12.463
30 1.475 0.416655 13.004
31 1.525 0.480565 13.671
32 1.575 0.541729 14.473
33 1.625 0.567285 15.367
34 1.675 0.620524 16.406
35 1.725 0.629562 17.524
36 1.775 0.746435 18.9275
37 1.825 1.01676 20.9485
38 1.875 1.35719 23.796
39 1.925 1.56141 27.249
40 1.975 1.60664 30.989
41 2.025 1.41203 34.4445
42 2.075 1.30199 37.79
43 2.125 1.23922 41.1295
44 2.175 1.18078 44.463
45 2.225 1.09818 47.7075
46 2.275 0.931623 50.585
47 2.325 0.800385 53.167
48 2.375 0.71431 55.5715
49 2.425 0.696984 58.0175
50 2.475 0.701387 60.5815
293800 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00489504 0.0025
20 0.975 0.306655 0.1765
21 1.025 1.90484 1.371
22 1.075 3.71368 3.9325
23 1.125 3.67227 6.7065
24 1.175 2.49631 8.7635
25 1.225 1.5023 10.109
26 1.275 0.892064 10.9745
27 1.325 0.568334 11.57
28 1.375 0.41033 12.033
29 1.425 0.359351 12.4685
30 1.475 0.400482 12.9885
31 1.525 0.482366 13.658
32 1.575 0.544768 14.4645
33 1.625 0.583466 15.384
34 1.675 0.587079 16.367
35 1.725 0.619707 17.4675
36 1.775 0.76239 18.901
37 1.825 1.04745 20.983
38 1.875 1.3529 23.8215
39 1.925 1.58198 27.32
40 1.975 1.5596 30.9505
41 2.025 1.44329 34.4825
42 2.075 1.29985 37.8225
43 2.125 1.21566 41.0985
44 2.175 1.19477 44.4715
45 2.225 1.0574 47.5955
46 2.275 0.944897 50.514
47 2.325 0.819294 53.157
48 2.375 0.708368 55.5415
49 2.425 0.694847 57.98
50 2.475 0.704944 60.557
293900 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00881107 0.0045
20 0.975 0.275813 0.161
21 1.025 1.93673 1.3755
22 1.075 3.78182 3.984
23 1.125 3.56769 6.679
24 1.175 2.49691 8.7365
25 1.225 1.50007 10.08
26 1.275 0.903402 10.9565
27 1.325 0.574537 11.5585
28 1.375 0.414318 12.026
29 1.425 0.361827 12.4645
30 1.475 0.414345 13.0025
31 1.525 0.483087 13.673
32 1.575 0.544093 14.4785
33 1.625 0.58537 15.401
34 1.675 0.584989 16.3805
35 1.725 0.630125 17.4995
36 1.775 0.76505 18.938
37 1.825 1.03915 21.0035
38 1.875 1.35814 23.853
39 1.925 1.55824 27.299
40 1.975 1.53447 30.871
41 2.025 1.45902 34.4415
42 2.075 1.31678 37.825
43 2.125 1.20619 41.0755
44 2.175 1.18308 44.4155
45 2.225 1.07144 47.581
46 2.275 0.949106 50.5125
47 2.325 0.818519 53.153
48 2.375 0.730203 55.611
49 2.425 0.697839 58.06
50 2.475 0.721357 60.697
294000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00293702 0.0015
20 0.975 0.293437 0.168
21 1.025 1.96384 1.3995
22 1.075 3.77674 4.0045
23 1.125 3.55247 6.688
24 1.175 2.49085 8.7405
25 1.225 1.52965 10.1105
26 1.275 0.869904 10.9545
27 1.325 0.551632 11.5325
28 1.375 0.424953 12.012
29 1.425 0.376679 12.4685
30 1.475 0.372371 12.952
31 1.525 0.495695 13.64
32 1.575 0.57145 14.486
33 1.625 0.586005 15.4095
34 1.675 0.582899 16.3855
35 1.725 0.630688 17.5055
36 1.775 0.769038 18.9515
37 1.825 1.00921 20.9575
38 1.875 1.36577 23.823
39 1.925 1.54694 27.244
40 1.975 1.5959 30.959
41 2.025 1.43737 34.4765
42 2.075 1.27436 37.751
43 2.125 1.25258 41.1265
44 2.175 1.17865 44.454
45 2.225 1.0904 47.6755
46 2.275 0.922719 50.5255
47 2.325 0.810304 53.1395
48 2.375 0.719063 55.56
49 2.425 0.682309 57.9545
50 2.475 0.724503 60.603
294100 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.2811 0.1615
21 1.025 2.01885 1.4275
22 1.075 3.7318 4.0015
23 1.125 3.56835 6.697
24 1.175 2.49631 8.754
25 1.225 1.5023 10.0995
26 1.275 0.887426 10.9605
27 1.325 0.55879 11.546
28 1.375 0.41609 12.0155
29 1.425 0.372141 12.4665
30 1.475 0.398942 12.9845
31 1.525 0.492093 13.6675
32 1.575 0.544431 14.4735
33 1.625 0.599013 15.4175
34 1.675 0.575135 16.3805
35 1.725 0.627309 17.4945
36 1.775 0.766379 18.9355
37 1.825 1.05525 21.033
38 1.875 1.35314 23.872
39 1.925 1.54038 27.2785
40 1.975 1.55874 30.907
41 2.025 1.4249 34.394
42 2.075 1.30472 37.7465
43 2.125 1.23273 41.0685
44 2.175 1.18467 44.413
45 2.225 1.10021 47.6635
46 2.275 0.918996 50.502
47 2.325 0.821619 53.1525
48 2.375 0.720251 55.577
49 2.425 0.705675 58.0535
50 2.475 0.70932 60.6465
294200 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00391603 0.002
20 0.975 0.311061 0.1785
21 1.025 1.99892 1.432
22 1.075 3.70063 3.9845
23 1.125 3.56438 6.677
24 1.175 2.5406 8.7705
25 1.225 1.50788 10.121
26 1.275 0.881242 10.976
27 1.325 0.54352 11.5455
28 1.375 0.401467 11.9985
29 1.425 0.361827 12.437
30 1.475 0.429748 12.995
31 1.525 0.503621 13.694
32 1.575 0.547808 14.505
33 1.625 0.555864 15.381
34 1.675 0.602906 16.3905
35 1.725 0.631251 17.5115
36 1.775 0.765315 18.9505
37 1.825 1.00896 20.956
38 1.875 1.36005 23.8095
39 1.925 1.58243 27.309
40 1.975 1.55166 30.921
41 2.025 1.43553 34.434
42 2.075 1.309 37.7975
43 2.125 1.24571 41.1545
44 2.175 1.176 44.4745
45 2.225 1.07872 47.6615
46 2.275 0.916892 50.4935
47 2.325 0.803949 53.087
48 2.375 0.714161 55.491
49 2.425 0.711659 57.9885
50 2.475 0.728469 60.6515
294300 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00293702 0.0015
20 0.975 0.282863 0.162
21 1.025 1.95586 1.3885
22 1.075 3.75427 3.978
23 1.125 3.57828 6.681
24 1.175 2.49934 8.7405
25 1.225 1.55589 10.134
26 1.275 0.885365 10.993
27 1.325 0.55545 11.575
28 1.375 0.376209 11.9995
29 1.425 0.370491 12.4485
30 1.475 0.407028 12.977
31 1.525 0.500018 13.671
32 1.575 0.553887 14.491
33 1.625 0.583149 15.41
34 1.675 0.58469 16.389
35 1.725 0.617173 17.485
36 1.775 0.750424 18.896
37 1.825 1.04594 20.975
38 1.875 1.33193 23.7695
39 1.925 1.57949 27.2625
40 1.975 1.5886 30.9605
41 2.025 1.40243 34.3925
42 2.075 1.33235 37.816
43 2.125 1.22364 41.1135
44 2.175 1.1783 44.44
45 2.225 1.05503 47.557
46 2.275 0.966103 50.541
47 2.325 0.816969 53.1765
48 2.375 0.718914 55.5965
49 2.425 0.68872 58.0135
50 2.475 0.736676 60.7065
294400 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0.00109406 0.0005
19 0.925 0.00195801 0.0015
20 0.975 0.319873 0.183
21 1.025 1.95507 1.409
22 1.075 3.71948 3.9745
23 1.125 3.5571 6.6615
24 1.175 2.54606 8.7595
25 1.225 1.51011 10.112
26 1.275 0.866297 10.9525
27 1.325 0.576446 11.5565
28 1.375 0.404569 12.013
29 1.425 0.359764 12.449
30 1.475 0.398942 12.967
31 1.525 0.499298 13.66
32 1.575 0.54747 14.4705
33 1.625 0.607579 15.428
34 1.675 0.58051 16.4
35 1.725 0.607882 17.4795
36 1.775 0.763454 18.915
37 1.825 1.03437 20.971
38 1.875 1.35457 23.813
39 1.925 1.56728 27.279
40 1.975 1.55617 30.9015
41 2.025 1.43859 34.422
42 2.075 1.31698 37.806
43 2.125 1.24868 41.171
44 2.175 1.17157 44.4785
45 2.225 1.06992 47.6395
46 2.275 0.917701 50.474
47 2.325 0.810924 53.09
48 2.375 0.724559 55.529
49 2.425 0.686441 57.938
50 2.475 0.73435 60.6225
294500 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0 0
19 0.925 0.00489504 0.0025
20 0.975 0.293437 0.169
21 1.025 1.99334 1.419
22 1.075 3.7115 3.979
23 1.125 3.53724 6.651
24 1.175 2.53878 8.743
25 1.225 1.50007 10.0865
26 1.275 0.89361 10.9535
27 1.325 0.56213 11.5425
28 1.375 0.420521 12.017
29 1.425 0.374616 12.471
30 1.475 0.401252 12.992
31 1.525 0.490292 13.6725
32 1.575 0.534299 14.4635
33 1.625 0.597109 15.4045
34 1.675 0.581704 16.3785
35 1.725 0.646737 17.527
36 1.775 0.756008 18.9485
37 1.825 1.0155 20.967
38 1.875 1.33431 23.7665
39 1.925 1.57701 27.254
40 1.975 1.58796 30.9505
41 2.025 1.42572 34.4395
42 2.075 1.28798 37.749
43 2.125 1.26464 41.157
44 2.175 1.16555 44.4475
45 2.225 1.07094 47.6115
46 2.275 0.92709 50.475
47 2.325 0.812474 53.096
48 2.375 0.720697 55.522
49 2.425 0.704962 57.996
50 2.475 0.718621 60.623
294600 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
