# Time-averaged data for fix pe_out
# TimeStep v_pot_energy
464000 -6.78805
464100 -6.79722
464200 -6.81023
464300 -6.81033
464400 -6.8118
464500 -6.81529
464600 -6.79683
464700 -6.80336
464800 -6.80307
464900 -6.8123
465000 -6.79514
465100 -6.81522
465200 -6.79712
465300 -6.80421
465400 -6.79946
465500 -6.79657
465600 -6.81938
465700 -6.81687
465800 -6.80906
465900 -6.79738
466000 -6.79912
466100 -6.80237
466200 -6.81256
466300 -6.81018
466400 -6.81148
466500 -6.78396
466600 -6.79734
466700 -6.80664
466800 -6.81264
466900 -6.79486
467000 -6.7925
467100 -6.79794
467200 -6.7952
467300 -6.80722
467400 -6.81027
467500 -6.80556
467600 -6.81035
467700 -6.79092
467800 -6.80433
467900 -6.80614
468000 -6.81114
468100 -6.8179
468200 -6.79199
468300 -6.80134
468400 -6.79769
468500 -6.79109
468600 -6.80859
468700 -6.81352
468800 -6.80043
468900 -6.79715
469000 -6.7931
469100 -6.80632
469200 -6.81334
469300 -6.80002
469400 -6.78847
469500 -6.7939
469600 -6.8089
469700 -6.81116
469800 -6.80173
469900 -6.79743
470000 -6.79354
470100 -6.79776
470200 -6.78866
470300 -6.79349
470400 -6.79348
470500 -6.80654
470600 -6.80626
470700 -6.80868
470800 -6.81061
470900 -6.79848
471000 -6.78358
471100 -6.79124
471200 -6.80296
471300 -6.79965
471400 -6.79775
471500 -6.78881
471600 -6.80027
471700 -6.79827
471800 -6.80359
471900 -6.81994
472000 -6.82269
472100 -6.81181
472200 -6.80687
472300 -6.79286
472400 -6.80831
472500 -6.81638
472600 -6.81196
472700 -6.80633
472800 -6.78371
472900 -6.79497
473000 -6.8024
473100 -6.78861
473200 -6.8021
473300 -6.7969
473400 -6.8004
473500 -6.78421
473600 -6.78618
473700 -6.78608
473800 -6.80287
473900 -6.80661
474000 -6.79662
474100 -6.78915
474200 -6.7899
474300 -6.78712
474400 -6.78702
474500 -6.81067
474600 -6.78607
474700 -6.79662
474800 -6.79007
474900 -6.80639
475000 -6.81313
475100 -6.80424
475200 -6.8035
475300 -6.79167
475400 -6.80852
475500 -6.81244
475600 -6.81481
475700 -6.80951
475800 -6.79103
475900 -6.78726
476000 -6.78538
476100 -6.80971
476200 -6.81839
476300 -6.82908
476400 -6.79889
476500 -6.7862
476600 -6.79003
476700 -6.81048
476800 -6.80764
476900 -6.80936
477000 -6.80032
477100 -6.78845
477200 -6.79752
477300 -6.81465
477400 -6.8078
477500 -6.78567
477600 -6.78636
477700 -6.80503
477800 -6.80089
477900 -6.80838
478000 -6.81705
478100 -6.79039
478200 -6.80495
478300 -6.80376
478400 -6.7935
478500 -6.79696
478600 -6.80807
478700 -6.78846
478800 -6.79521
478900 -6.79212
479000 -6.81435
479100 -6.81131
479200 -6.80085
479300 -6.80646
479400 -6.78155
479500 -6.78258
479600 -6.79908
479700 -6.81311
479800 -6.8037
479900 -6.79722
480000 -6.78179
480100 -6.80686
480200 -6.79865
480300 -6.81943
480400 -6.82837
480500 -6.80435
480600 -6.80883
480700 -6.80997
480800 -6.78742
480900 -6.80919
481000 -6.81061
481100 -6.8111
481200 -6.79542
481300 -6.8081
481400 -6.80384
481500 -6.80543
481600 -6.79896
481700 -6.79708
481800 -6.78394
481900 -6.77783
482000 -6.81075
482100 -6.80267
482200 -6.80319
482300 -6.79082
482400 -6.80525
482500 -6.79407
482600 -6.81097
482700 -6.82668
482800 -6.80904
482900 -6.80251
483000 -6.80174
483100 -6.78958
483200 -6.80935
483300 -6.82516
483400 -6.81021
483500 -6.79641
483600 -6.78904
483700 -6.7899
483800 -6.78575
483900 -6.8037
484000 -6.79262
484100 -6.8093
484200 -6.79175
484300 -6.79533
484400 -6.816
484500 -6.8128
484600 -6.81768
484700 -6.816
484800 -6.81184
484900 -6.79706
485000 -6.7934
485100 -6.80363
485200 -6.80304
485300 -6.80086
485400 -6.7928
485500 -6.78703
485600 -6.82182
485700 -6.81067
485800 -6.78934
485900 -6.80448
486000 -6.80279
486100 -6.81442
486200 -6.8088
486300 -6.81363
486400 -6.79862
486500 -6.80674
486600 -6.79245
486700 -6.80501
486800 -6.80986
486900 -6.82195
487000 -6.79836
487100 -6.80148
487200 -6.79782
487300 -6.8011
487400 -6.81358
487500 -6.81839
487600 -6.80537
487700 -6.79579
487800 -6.79353
487900 -6.80282
488000 -6.80207
488100 -6.80564
488200 -6.82142
488300 -6.81585
488400 -6.79651
488500 -6.8072
488600 -6.79795
488700 -6.79801
488800 -6.81464
488900 -6.812
489000 -6.79957
489100 -6.79438
489200 -6.80456
489300 -6.81468
489400 -6.8095
489500 -6.81353
489600 -6.80713
489700 -6.80442
489800 -6.7971
489900 -6.80174
490000 -6.81024
490100 -6.80924
490200 -6.80671
490300 -6.79209
490400 -6.78359
490500 -6.81007
490600 -6.81201
490700 -6.8059
490800 -6.80666
490900 -6.78575
491000 -6.80153
491100 -6.80592
491200 -6.79835
491300 -6.79484
491400 -6.80843
491500 -6.7965
491600 -6.7904
491700 -6.79916
491800 -6.80175
491900 -6.8018
492000 -6.80104
492100 -6.80356
492200 -6.78583
492300 -6.78724
492400 -6.80725
492500 -6.80173
492600 -6.79794
492700 -6.80159
492800 -6.79663
492900 -6.79619
493000 -6.79394
493100 -6.80201
493200 -6.79451
493300 -6.79292
493400 -6.78483
493500 -6.79383
493600 -6.7964
493700 -6.80793
493800 -6.80537
493900 -6.80027
494000 -6.80261
494100 -6.80269
494200 -6.79147
494300 -6.79021
494400 -6.80979
494500 -6.80717
494600 -6.80592
494700 -6.79501
494800 -6.81058
494900 -6.79968
495000 -6.81666
495100 -6.793
495200 -6.78407
495300 -6.79387
495400 -6.81308
495500 -6.80901
495600 -6.80567
495700 -6.79648
495800 -6.78638
495900 -6.80026
496000 -6.80339
496100 -6.81757
496200 -6.79515
496300 -6.80064
496400 -6.79349
496500 -6.81293
496600 -6.80562
496700 -6.80052
496800 -6.80171
496900 -6.79894
497000 -6.78747
497100 -6.77164
497200 -6.80382
497300 -6.80678
497400 -6.7979
497500 -6.80631
497600 -6.7876
497700 -6.80253
497800 -6.81699
497900 -6.80181
498000 -6.79533
498100 -6.80101
498200 -6.80296
498300 -6.80354
498400 -6.80442
498500 -6.80762
498600 -6.80501
498700 -6.79898
498800 -6.80417
498900 -6.81021
499000 -6.79563
499100 -6.80015
499200 -6.78772
499300 -6.80027
499400 -6.79767
499500 -6.79544
499600 -6.80806
499700 -6.81596
499800 -6.81208
499900 -6.80767
500000 -6.79362
